Key\en-US\it-IT\th-TH
ALARM064\064 GUARD XXX OPEN (METALDETECTOR BELT-SQ534)\64\
ALARM065\065 GUARD XXX OPEN (METALDETECTOR BELT-SQ535)\65\
ALARM066\066 GUARD XXX OPEN (LINK BELT 2-SQ525)\66\
ALARM067\067 GUARD XXX OPEN (LINK BELT 2-SQ526)\67\
ALARM068\068 GUARD XXX OPEN (LINK BELT 2-SQ527)\68\
ALARM069\069:\69\
ALARM070\070:\70\
ALARM071\071:\71\
ALARM072\072:\72\
ALARM073\073:\73\
ALARM074\074:\74\
ALARM075\075:\75\
ALARM076\076:\76\
ALARM077\077:\77\
ALARM078\078:\78\
ALARM079\079:\79\
ALARM080\080:\80\
ALARM081\081:\81\
ALARM082\082:\82\
ALARM083\083:\83\
ALARM084\084:\84\
ALARM085\085:\85\
ALARM086\086:\86\
ALARM087\087:\87\
ALARM088\088:\88\
ALARM089\089:\89\
ALARM090\090:\90\
ALARM091\091:\91\
ALARM092\092:\92\
ALARM093\093:\93\
ALARM094\094:\94\
ALARM095\095:\95\
ALARM096\096 SERVOAXIS POWER NOT OK\096 POTENZA MOTORI MACCHINA NON OK contattore\
ALARM097\097:\97\
ALARM098\098 FEED CHAIN AXIS FAULTED [M30]\098 ASSE CATENA ALIMENTAZIONE NON OK (M30)\
ALARM099\099 JAWS AXIS FAULTED [M31]\099 ASSE GANASCE NON OK (M31)\
ALARM100\100 SEALING WHEELS AXIS FAULTED [M32]\100 ASSE ROTANTI NON OK (M32)\
ALARM101\101 UNWINDER AXIS FAULT [M33]\101 ASSE RULLO SVOLGITORE FILM NON OK (M33)\
ALARM102\102 EXIT BELT AXIS FAULTED [M34]\102 ASSE NASTRO DI USCITA NON OK (M40)\
ALARM103\103 FIRST WHEEL TILTING AXIS FAULTED [M35]\103 ASSE GANASCE-CHIUSURA NON OK (M41)\
ALARM104\104 LINK BELT 2 AXIS FAULTED [37M410]\104\
ALARM105\105\105\
ALARM106\106 CONNECTING BELT 10 INVERTER FAULTED [43M100]\106\
ALARM107\107 CONNECTING BELT 11 INVERTER FAULTED [44M110]\107\
ALARM108\108 CONNECTING BELT 12 INVERTER FAULTED [45M120]\108\
ALARM109\109 CONNECTING BELT 13 INVERTER FAULTED [46M130]\109\
ALARM110\110 CONNECTING BELT 14 INVERTER FAULTED [47M140]\110\
ALARM111\111 CONNECTING BELT 15 INVERTER FAULTED [48M150]\111\
ALARM112\112 CONNECTING BELT 16 INVERTER FAULTED [49M160]\112\
ALARM113\113 TURNING BELT AXIS FAULTED [38M200]\113\
ALARM114\114 VERTICAL TURNING BELT AXIS FAULTED [38M201]\114\
ALARM115\115 METALDETECTOR BELT AXIS FAULTED [39M210]\115\
ALARM116\116 LINK BELT 22 AXIS FAULTED [39M220]\116\
ALARM117\117 PRESSURE LIMIT BELT 1 AXIS FAULTED [40M230]\117\
ALARM118\118 PRESSURE LIMIT BELT 2 AXIS FAULTED [40M240]\118\
ALARM119\119 PRESSURE LIMIT BELT 3 AXIS FAULTED [41M250]\119\
ALARM120\120 PRESSURE LIMIT BELT 4 AXIS FAULTED [41M260]\120\
ALARM121\121 PHASING BELT AXIS FAULTED [34M270]\121\
ALARM122\122 SPACING BELT AXIS FAULTED [35M280]\122\
ALARM123\123 INSERTING BELT AXIS FAULTED [35M290]\123\
ALARM124\124\124\
ALARM125\125 LINK BELT 1 AXIS FAULTED [36M400]\125\
ALARM126\126 LINK BELT 2 AXIS FAULTED [37M410]\126\
ALARM127\127 LINK BELT 3 AXIS FAULTED [37M420]\127\
ALARM128\128 AIR PRESSURE NOT OK\128 PRESSIONE ARIA INSUFFICIENTE\
ALARM129\129 EXTERNAL STOP REQUEST\129 RICHIESTA ESTERNA DI ARRESTO\
ALARM130\130 WRAPPING FILM SHORTAGE\130 MANCANZA FILM PER L'INCARTO\
ALARM131\131 PRINT REGISTRATION MARK NON DETECTED\131 MANCATA LETTURA TACCA\
ALARM132\132  CODER NOT OK\132 DATARIO NON PRONTO\
ALARM133\133 JAWS UNLOCKED\133 GANASCE SGANCIATE\
ALARM134\134 MOBILE JOG PUSHBUTTON PLUGGED IN\134 PULSANTE MOBILE MARCIA A IMPULSI COLLEGATO\
ALARM135\135 BOTH FILM REELS UNLOCKED\135 ENTRAMBE LE BOBINE DI FILM SGANCIATE\
ALARM136\136 BOTH FILM REELS IN ROTATION\136 ENTRAMBE LE BOBINE DI FILM IN ROTAZIONE\
ALARM137\137 TRISPECTOR FAULT\137 SCARTO FALLITO DOPO SISTEMA VISIONE\
ALARM138\138\138\
ALARM139\139 JAM ON EXIT BELT\139\
ALARM140\140 PHASING BELT VACUUM PUMP NOT CONNECTED (50XP271)\140\
ALARM141\141 PHASING BELT VACUUM PUMP OVERLOAD (50QM2)\141\
ALARM142\142 EMPTY BAGS VACUUM PUMP NOT CONNECTED (50XP300)\142\
ALARM143\143 EMPTY BAGS VACUUM PUMP OVERLOAD (50QM1)\143\
ALARM144\144 LINK BELT 1 MOTOR  NOT CONNECTED (36X400)\144\
ALARM145\145 LINK BELT 1 NOT IN POSITION (103SQ401)\145\
ALARM146\146 LINK BELT 1 NOT LOCKED (103SQ400)\146\
ALARM147\147 LINK BELT 1 NOT IN POSITION (103SQ403)\147\
ALARM148\148 LINK BELT 1 NOT LOCKED (103SQ402)\148\
ALARM149\149 LINK BELT 1 NOT IN POSITION (103SQ405)\149\
ALARM150\150 LINK BELT 1 NOT LOCKED (103SQ404)\150\
ALARM151\151 LINK BELT 2 MOTOR  NOT CONNECTED (37X410)\151\
ALARM152\152 LINK BELT 2 NOT IN POSITION (104SQ411)\152\
ALARM153\153 LINK BELT 2 NOT LOCKED (104SQ410)\153\
ALARM154\154 LINK BELT 2 NOT IN POSITION (104SQ413)\154\
ALARM155\155 LINK BELT 2 NOT LOCKED (104SQ412)\155\
ALARM156\156 FILM OUT OF POSITION (84B12w)\156\
ALARM157\157 METAL DETECTION REJECT NOT DONE, REMOVE THE PRODUCTS\157\
ALARM158\158 PHASING BELT PHOTOEYE DIRTY (66B260s)\158\
ALARM159\159 PRESSURE LIMIT BELT 1 PRODUCTS JAM (122B230)\159\
ALARM160\160 THERMOREGULATION - DEVICE FAILURE\160 ERRORE DISPOSITIVO TERMOREGOLATORE\
ALARM161\161 THERMOCONTROL MODBUS SLAVE UNIT COMMUNICATION FAULT\161 TERMOCONTROLLORE MODBUS UNITA' SLAVE: ERRORE DI COMUNICAZIONE\
ALARM162\162 TERMOREGULATION: MODULE COMMUNICATION FAULT\162 TERMOREGOLATORE: ERRORE DI COMUNICAZIONE\
ALARM163\163 TERMOREGULATION: MODULE 2 COMMUNICATION FAULT\163 TERMOREGOLATORE: ERRORE DI COMUNICAZIONE MODULO 2\
ALARM164\164\164\
ALARM165\165\165\
ALARM166\166\166\
ALARM167\167 TEMPERATURE LIMIT EXCEEDED: STOP THE MACHINE AND CONTACT TECHNICAL SUPPORT\167 ARRESTARE LA MACCHINA E CONTATTARE IL SUPPORTO TECNICO\
ALARM168\168 SECOND SEAL WHEELS - : TEMPERATURE LIMIT EXCEEDED\168 SECONDO ROTANTE - SUPERATO LIMITE DI TEMPERATURA\
ALARM169\169 THIRD SEAL WHEELS - : TEMPERATURE LIMIT EXCEEDED\169 TERZO ROTANTE - SUPERATO LIMITE DI TEMPERATURA\
ALARM170\170 UPPER JAW - : TEMPERATURE LIMIT EXCEEDED\170 GANASCIA SUPERIORE - SUPERATO LIMITE DI TEMPERATURA\
ALARM171\171 LOWER JAW - : TEMPERATURE LIMIT EXCEEDED\171 GANASCIA INFERIORE - SUPERATO LIMITE DI TEMPERATURA\
ALARM172\172 ZONE 4 - : TEMPERATURE LIMIT EXCEEDED\172 ZONA 4 - SUPERATO LIMITE DI TEMPERATURA\
ALARM173\173 ZONE 5: TEMPERATURE LIMIT EXCEEDED\173 ZONA 5 - SUPERATO LIMITE DI TEMPERATURA\
ALARM174\174 ZONE 6: TEMPERATURE LIMIT EXCEEDED\174 ZONA 6 - SUPERATO LIMITE DI TEMPERATURA\
ALARM175\175 ZONE 7: TEMPERATURE LIMIT EXCEEDED\175 ZONA 7 - SUPERATO LIMITE DI TEMPERATURA\
ALARM176\176 ZONE 0 - SECOND SEAL WHEEL: TEMPERATURE OUT OF TOLERANCE\176 SECONDO ROTANTE NON IN TEMPERATURA\
ALARM177\177 ZONE 0 - SECOND SEAL WHEEL: TEMPERATURE EXCESSIVE OF TOLERANCE\177 SECONDO ROTANTE ALLARME TEMPERATURA\
ALARM178\178 ZONE 0 - SECOND SEAL WHEEL: TEMPERATURE CONTROL FAILURE\178 SECONDO ROTANTE ALLARME TERMOREGOLATORE\
ALARM179\179 ZONE 0 - SECOND SEAL WHEEL: SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM180\180 ZONE 1 - THIRD SEAL WHEEL: TEMPERATURE OUT OF TOLERANCE\180 TERZO ROTANTE NON IN TEMPERATURA\
ALARM181\181 ZONE 1 - THIRD SEAL WHEEL: TEMPERATURE EXCESSIVE OF TOLERANCE\181 TERZO ROTANTE ALLARME TEMPERATURA\
ALARM182\182 ZONE 1 - THIRD SEAL WHEEL: TEMPERATURE CONTROL FAILURE\182 TERZO ROTANTE ALLARME TERMOREGOLATORE\
ALARM183\183 ZONE 1 - THIRD SEAL WHEEL: SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM184\184 ZONE 2 - UPPPER JAW: TEMPERATURE OUT OF TOLERANCE\184 GANASCIA SUPERIORE NON IN TEMPERATURA\
ALARM185\185 ZONE 2 - UPPPER JAW: TEMPERATURE EXCESSIVE OUT OF TOLERANCE\185 GANASCIA SUPERIORE ALLARME TEMPERATURA\
ALARM186\186 ZONE 2 - UPPPER JAW: TEMPERATURE CONTROL FAILURE\186 GANASCIA SUPERIORE ALLARME TERMOREGOLATORE\
ALARM187\187 ZONE 2 - UPPPER JAW: SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM188\188 ZONE 3 - LOWER JAW: TEMPERATURE OUT OF TOLERANCE\188 GANASCIA INFERIORE NON IN TEMPERATURA\
ALARM189\189 ZONE 3 - LOWER JAW: TEMPERATURE EXCESSIVE OUT OF TOLERANCE\189 GANASCIA INFERIORE ALLARME TEMPERATURA\
ALARM190\190 ZONE 3 - LOWER JAW: TEMPERATURE CONTROL FAILURE\190 GANASCIA INFERIORE ALLARME TERMOREGOLATORE\
ALARM191\191 ZONE 3 - LOWER JAW: SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM192\192 ZONE 4 - : TEMPERATURE OUT OF TOLERANCE\192 TERMO ZONA 4 NON IN TEMPERATURA\
ALARM193\193 ZONE 4 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\193 TERMO ZONA 4 ALLARME TEMPERATURA\
ALARM194\194 ZONE 4 - : TEMPERATURE CONTROL FAILURE\194 TERMO ZONA 4 ALLARME TERMOREGOLATORE\
ALARM195\195 ZONE 4 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM196\196 ZONE 5 - : TEMPERATURE OUT OF TOLERANCE\196\
ALARM197\197 ZONE 5 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\197\
ALARM198\198 ZONE 5 - : TEMPERATURE CONTROL FAILURE\198\
ALARM199\199 ZONE 5 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM200\200 ZONE 6 - : TEMPERATURE OUT OF TOLERANCE\200\
ALARM201\201 ZONE 6 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\201\
ALARM202\202 ZONE 6 - : TEMPERATURE CONTROL FAILURE\202\
ALARM203\203 ZONE 6 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM204\204 ZONE 7 - : TEMPERATURE OUT OF TOLERANCE\204\
ALARM205\205 ZONE 7 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\205\
ALARM206\206 ZONE 7 - : TEMPERATURE CONTROL FAILURE\206\
ALARM207\207 ZONE 7 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM208\208 ZONE 8 - : TEMPERATURE OUT OF TOLERANCE\208\
ALARM209\209 ZONE 8 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\209\
ALARM210\210 ZONE 8 - : TEMPERATURE CONTROL FAILURE\210\
ALARM211\211 ZONE 8 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM212\212 ZONE 9 - : TEMPERATURE OUT OF TOLERANCE\212\
ALARM213\213 ZONE 9 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\213\
ALARM214\214 ZONE 9 - : TEMPERATURE CONTROL FAILURE\214\
ALARM215\215 ZONE 9 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM216\216 ZONE 10 - : TEMPERATURE OUT OF TOLERANCE\216\
ALARM217\217 ZONE 10 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\217\
ALARM218\218 ZONE 10 - : TEMPERATURE CONTROL FAILURE\218\
ALARM219\219 ZONE 10 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM220\220 ZONE 11 - : TEMPERATURE OUT OF TOLERANCE\220\
ALARM221\221 ZONE 11 - : TEMPERATURE EXCESSIVE OUT OF TOLERANCE\221\
ALARM222\222 ZONE 11 - : TEMPERATURE CONTROL FAILURE\222\
ALARM223\223 ZONE 11 - : SENSOR, POWER STAGE OR HEATER FAULT\\
ALARM224\224 REMOTE0 POINT IO MODULE  COMMUNICATION FAULT\224 REMOTE0 POINT IO  ERRORE DI COMUNICAZIONE\
ALARM225\225 REMOTE1 POINT IO MODULE  COMMUNICATION FAULT\225\
ALARM226\226\226\
ALARM227\227\227\
ALARM228\228\228\
ALARM229\229 LOCAL 3 CARD MODULE FAULT\229\
ALARM230\230 LOCAL 4 CARD MODULE FAULT\230\
ALARM231\231 ROW DISTRIBUTOR CONNECTION LOST\231\
ALARM232\232 ROW DISTRIBUTOR FAULT PRESENT\232\
ALARM233\233 SHUTTLE CONNECTION LOST\233\
ALARM234\234 SHUTTLE FAULT PRESENT\234\
ALARM235\235\235\
ALARM236\236\236\
ALARM237\237\237\
ALARM238\238\238\
ALARM239\239\239\
ALARM240\240\240\
ALARM241\241\241\
ALARM242\242\242\
ALARM243\243\243\
ALARM244\244\244\
ALARM245\245\245\
ALARM246\246\246\
ALARM247\247\247\
ALARM248\248\248\
ALARM249\249\249\
ALARM250\250\250\
ALARM251\251\251\
ALARM252\252\252\
ALARM253\253\253\
ALARM254\254\254\
ALARM255\255\255\
ALARM256\256\256 Forzature attive sul HMI\
ALARM257\257\257\
ALARM258\258\258\
ALARM259\259\259\
ALARM260\260\260\
ALARM261\261\261\
ALARM262\262\262\
ALARM263\263\263\
ALARM264\264\264\
ALARM265\265\265\
ALARM266\266\266\
ALARM267\267\267\
ALARM268\268\268\
ALARM269\269\269\
ALARM270\270\270\
ALARM271\271\271\
ALARM272\272\272\
ALARM273\273\273\
ALARM274\274\274\
ALARM275\275\275\
ALARM276\276\276\
ALARM277\277\277\
ALARM278\278\278\
ALARM279\279\279\
ALARM280\280\280\
ALARM281\281\281\
ALARM282\282\282\
ALARM283\283\283\
ALARM284\284\284\
ALARM285\285\285\
ALARM286\286\286\
ALARM287\287\287\
ALARM288\288 CAVANNA SERVICE PLANNED MAINTENIANCE\288 CAVANNA SERVICE: MANUTENZIONE PROGRAMMATA RICHIESTA\
ALARM289\289\289\
ALARM290\290 OMAC ABORTING TIMEOUT\290 ABORTING TIMEOUT (OMAC)\
ALARM291\291 OMAC STOPPING TIMEOUT\291 STOPPING TIMEOUT (OMAC)\
ALARM292\292 OMAC HOLDING TIMEOUT\292 HOLDING TIMEOUT (OMAC)\
ALARM293\293 MAIN PANEL FANS SWITCH DISARMED\293 INTERRUTTORE VENTILATORI QUADRO NON OK\
ALARM294\294 FORMING BOX VACUUM NOT OK\294 ASPIRAZIONE NEL FORMATORE NON OK (GF36)\
ALARM295\295 OVERFEED\295 CARICO MASSIMO\
ALARM296\296 WRAPPING MATERIAL (REEL) MISSING\296 MANCANZA BOBINA MATERIALE D'INCARTO\
ALARM297\297 LOADER PANEL FANS SWITCH DISARMED (51QM2)\297\
ALARM298\298\298\
ALARM299\299\299\
ALARM300\300\300\
ALARM301\301 CONTINUOS_REJECT_ON\301\
ALARM302\302 FEED CHAIN STRETCH (103SQ300)\302\
ALARM303\303 JAWS FRONT LUBRICATOR ERROR\303\
ALARM304\304 JAWS FRONT LUBRICATOR EMPTY\304\
ALARM305\305 JAWS REAR LUBRICATOR ERROR\305\
ALARM306\306 JAWS REAR LUBRICATOR EMPTY\306\
ALARM307\307\307\
ALARM308\308\308\
ALARM309\309\309\
ALARM310\310 STAND ALONE MODE ENABLED\310\
ALARM311\311\311\
ALARM312\312\312\
ALARM313\313 FILM REEL RUNNING OUT\313 BOBINA FILM IN ESAURIMENTO\
ALARM314\314\314\
ALARM315\315\315\
ALARM316\316\316\
ALARM317\317\317\
ALARM318\318\318\
ALARM319\319\319\
