Key\en-US\it-IT\th-TH
RECIPE_PAR000\FEED CHAIN: Pitch [mm]\CATENA DI ALIMENTAZIONE: Passo tra gli spintori [mm]\
RECIPE_PAR001\FEED CHAIN: Motor torque limit [%]\CATENA DI ALIMENTAZIONE: Limite coppia motore [%]\
RECIPE_PAR002\FEED CHAIN: Product presence check cam begin [degrees]\PRESENZA PRODOTTO IN CATENA: Inizio camma controllo [gradi] \
RECIPE_PAR003\FEED CHAIN: Product presence check cam end [degrees]\PRESENZA PRODOTTO IN CATENA: Fine camma controllo [gradi] \
RECIPE_PAR004\FEED CHAIN: Number of chain pitches per final pack\CATENA DI ALIMENTAZIONE: Numero di spintori per pacchetto\
RECIPE_PAR005\JAWS : Product Squeeze threshold [1/100*]\GANASCE: Soglia prodotto pizzicato [%]\
RECIPE_PAR006\JAWS : Product Squeeze Pack to reject [nr.]\GANASCE: Nr. pacchi da scartare per  prodotto pizzicato [%]\
RECIPE_PAR007\JAWS : Product Squeeze Reject delay [cycles]\GANASCE: Ritardo scarto prodotto pizzicato [%]\
RECIPE_PAR008\JAWS: Position stop begin angle [degrees]\GANASCE: Angolo inizio per posizione di arresto in fase [gradi]\
RECIPE_PAR009\JAWS: Position stop end angle [degrees]\GANASCE: Angolo fine per posizione di arresto in fase [gradi]\
RECIPE_PAR010\JAWS: Cut position [degrees]\GANASCE: Posizione di taglio [gradi]\
RECIPE_PAR011\JAWS: Radius [mm]\GANASCE: Raggio primitivo [mm]\
RECIPE_PAR012\JAWS: Number of blades [N°]\GANASCE: Numero di lame [N?]\
RECIPE_PAR013\JAWS: Cut seal speed variation [%]\GANASCE: Variazione velocit? di saldatura [%]\
RECIPE_PAR014\JAWS: Entry angle [degrees]\GANASCE: Angolo di ingresso [gradi]\
RECIPE_PAR015\JAWS: Leave angle [degrees]\GANASCE: Angolo di uscita [gradi]\
RECIPE_PAR016\JAWS: Motor torque limit [%]\GANASCE: Limite coppia motore [%]\
RECIPE_PAR017\.\.\
RECIPE_PAR018\NO GAP NO SEAL: Enable [0=OFF; 1=ON]\NO GAP NO SEAL: Abilitazione [0=OFF; 1=ON]\
RECIPE_PAR019\NO GAP NO SEAL: Product check begin cam [degrees]\NO GAP NO SEAL: Inizio camma di controllo prodotto [gradi]\
RECIPE_PAR020\NO GAP NO SEAL: Product check end cam [degrees]\NO GAP NO SEAL: Fine camma di controllo prodotto [gradi]\
RECIPE_PAR021\NO GAP NO SEAL: Jaws stop position offset [degrees]\NO GAP NO SEAL: Offset posizione di arresto ganascia [gradi]\
RECIPE_PAR022\NO GAP NO SEAL: Shift delay [cycles]\NO GAP NO SEAL: Ritardo shift [cicli]\
RECIPE_PAR023\.\.\
RECIPE_PAR024\FILM: Cut off length [mm]\FILM: Lunghezza di taglio [mm]\
RECIPE_PAR025\FILM: Print register [0=OFF; 1=ON]\FILM: Abilitazione centratura stampa [0=OFF; 1=ON]\
RECIPE_PAR026\FILM: Print register: Max correction [mm/cycle]\FILM: Centratura stampa: Correzione massima [mm/ciclo]\
RECIPE_PAR027\FILM: Print position [degrees]\FILM: Posizione di stampa [gradi]\
RECIPE_PAR028\FILM: Print register tolerance [mm]\FILM: Tolleranza errore di stampa [mm]\
RECIPE_PAR029\FILM: Wrapper maximum speed [PPM]\FILM: Soglia bobina in esaurimento [nr.]\
RECIPE_PAR030\FILM: Vacuum pump mode [1=Inverter; 2=Valve]\.\
RECIPE_PAR031\FILM: Vacuum quantity [%]\FILM: Velocit? pompa aspirazione nel formatore [%]\
RECIPE_PAR032\FILM: Junction detection [0=OFF; 1=ON]\FILM: Rilevamento giunzione bobina [0=OFF; 1=ON]\
RECIPE_PAR033\FILM: Junction detection reject delay [cycles]\FILM: Ritardo espulsione per giunzione bobina [cicli]\
RECIPE_PAR034\FILM: Tension [thousand %]\FILM: Tensione [millesimi %]\
RECIPE_PAR035\FILM: Reel splicing syncronism [degrees]\FILM: Sincronismo chiusura rulli del CAB [gradi]\
RECIPE_PAR036\FILM: Reel splicing delay [cycles]\FILM: Ritardo chiusura rulli del CAB [cicli]\
RECIPE_PAR037\FILM: Reel splicing speed release delay [cycles]\FILM: Ritardo rilascio velocit? CAB [cicli]\
RECIPE_PAR038\FILM: Distance between splicing rollers and mark read photoeye [cycles]\FILM: Distanza rulli CAB - fotocellula lettura tacca [cicli]\
RECIPE_PAR039\FILM: Sealing wheels real development [mm]\FILM: Sviluppo rotanti [mm]\
RECIPE_PAR040\WRAPPER: Nominal speed [PPM]\CONFEZIONATRICE: Velocit? nominale [PPM]\
RECIPE_PAR041\WRAPPER: Recovery speed [PPM]\CONFEZIONATRICE: Velocit? di recupero [PPM]\
RECIPE_PAR042\WRAPPER: Speed increment [%]\CONFEZIONATRICE: Incremento di velocit? [%]\
RECIPE_PAR043\WRAPPER: Speed decrement [%]\CONFEZIONATRICE: Decremento di velocit? [%]\
RECIPE_PAR044\WRAPPER: Reel splicing speed [PPM]\CONFEZIONATRICE: Velocit? di CAB [PPM]\
RECIPE_PAR045\WRAPPER: Jog test speed [PPM]\CONFEZIONATRICE: Velocit? di JOG [PPM]\
RECIPE_PAR046\WRAPPER: Position stop speed [PPM]\CONFEZIONATRICE: Velocit? per arresto [PPM]\
RECIPE_PAR047\WRAPPER: Acceleration rate [PPM/sec]\CONFEZIONATRICE: Acceleraz./Decelerazione [PPM/sec]\
